Colonne1	Colonne2
?? Il veut encore des ennuis avec @FdeRugy ?\nFrançois #Ruffin, l'insoumis des #Insoumis - Déshabillons-les sur… https://t.co/o0iMdbZuva	
#TheVoice Aurelien c'est pas.... https://t.co/4WBPB7PzRH	
RED by SFR : 10 Go de data pour 10€ par mois : https://t.co/2DEivKYq6g      |      #TheVoice #DestinationEurovision	
Merci Zazie, merci Mika, fallait pas le laisser partir celui-là. Sinon il a un air de Ragnbone Man. \n\n[Aurélien] #TheVoice	
#TheVoice pagny tjrs lent au démarrage	
Aurélien choisi  @Zazieonline #thevoice https://t.co/GlMx08lhYF	
#TheVoice\nTrouble so hard... Ou travel so far\n\n@Zazieonline \n\nC'est qui le Patron\n\n#aurelien #TheVoice \n@TheVoice_TF1	
Trop fort, magnifiiique ! https://t.co/fukXdcJ6kz	
@TheVoice_TF1 Merciiiii ??????#Bravo #TF1 #TheVoice7 #aurelien #TheVoice	
Évidement maintenant qu'il ne peut pas lui mettre 2, Amir n'est pas là ... #TheVoice	
RED by SFR : 10 Go de data pour 10€ par mois : https://t.co/AmfOv40SQu      |      #TheVoice #DestinationEurovision	
@JaquieEtMichel,, il est près lui ! https://t.co/OcGc0AFK8f	
J adore la voix d Aurelien!! #TheVoice	
le rire la bas au fond a florent pagny m a tuer jsuis o sol  #THEVOICE #tf1	
Le manque de Jenifer se fait sentir ainsi que Bertignac et Garou #thevoice	
#thevoice Zazie prend les barbus, vas-y fonce @philousports	
Les talents qu’il y a c’est incroyable #TheVoice	
"Vous avez à peine sorti les clichés hein barbu &gt; Zazie euh..  ??#TheVoice"	
MAIS QU'EST-CE QUE J'AVAIS DIT MDRRRRRRR #TheVoice https://t.co/rWhJMx97mV	
C'était évident qu'il choisissent Zazie ?? #thevoice	
Est-ce que tu préfères manger sur? #TheVoice	
La femme à barbe???????? #TheVoice	
Bon c’est pour quand un vrai coup de cœur #TheVoice	
Hahaha Et ben voilà, 1er barbu ?? chez Zazie ?? #TheVoice	
Combien de temps avant l'aperçu de la culotte de Zazie ? ??#TheVoice	
"Cette année le barbu je vais pas l'appeler ""le bûcheron"" sinon y'a le candidat qui va me dire ""C'est Will =)"" sur T… https://t.co/28IURtrPol"	
Jme suis pris un énorme coup de vieux quand le mec a dit son âge, j'ai deux ans de plus comment ce possible en vrai  #thevoice	
C’est moi ou tout les mecs et meuf d’aujourd’hui son des imitateurs de  rag n bone man pour les mecs et Adèle  pour… https://t.co/tSUvLVAG5f	
Pleure-chanter Zazie avait utilisé la même expression pour @AntooineC ?? #TheVoice	
En faite, tu baragouine de l'anglais, ça passe crème !! ?? on comprend rien ?? #thevoice	
Du pleure chanté ??\nBordel mais pourquoi tu la ferme pas au lieu de parler pour rien dire ?\n#TheVoice	
"Zazie : Moi quand tu as dit ""I travel so far"", ben je t'ai cru quoi.\n- Euh ouais sauf que c'est ""trouble so hard"" l… https://t.co/ZGLb8B4Hrv"	
Moi la barbe il me l'a filée quand il a chanté... ?? #TheVoice	
- Papa y'a Kriill qui joue dans le salon !\n- non c'est la porte qui grince\n#TheVoice	
Bravo Aurélie j'adore #TheVoice	
On a vu la culotte de Zazie #Thevoice	
"Wouh, super voix, je kiffe #Aurélien Envie d'écouter la musique de ton groupe ;) @TheVoice_TF1 #thevoice7 #thevoice @TF1 @Zazieonline"	
#TheVoice C'est scientifique : au grand dam de @Mikasounds, les barbus vont toujours chez @Zazieonline ???? https://t.co/xK0Hc2d6w7	
Bon Florent t’es éteint ce soir ?! ??#TheVoice	
"EN DIREC https://t.co/O8rWo1Xxm1 https://t.co/UdwY8Z3364"""	
Apparemment Zazie avec pris Espagnol LV1 #TheVoice	
Samsung présentera son Galaxy S9 le mois prochain : https://t.co/hxPff5jJ35      |      #TheVoice #DestinationEurovision	
Les voix #TheVoice	
J'aime beaucoup la voix d'Aurélien ??#TheVoice	
Aurélien fait partie de ces candidats qui sortent de l’ordinaire   Tient tient on vient de voir la culotte de Zazie… https://t.co/jiZKwUmcXn	
NONNNNNN encore un barbu dans son équipe hallucinant ! c'est repartit pour une saison ??  #TheVoice #TheVoice7	
Zazie, Do you speak English? ??\nEt le gars qui la prend quand même! #thevoice	
Trop mims le Aurélien #TheVoice	
Par contre merci à la prod pour mettre du Paloma Faith en fond sonore ahah Du bon goût ? #TheVoice	
"- Quand tu chantes ""I travel so fast"", c'est tout à fait toi!\n- Non c'est ""Trouble so hard""\n- Ah bon? POurquoi j'ai… https://t.co/GwEnQZVQYp"	
Kriill je suis tombé amoureux des deux. #TheVoice	
On n'a pas vu de pub depuis au moins 20mn. Je suis très inquiet. #TheVoice	
qu'est ce que c'est plat #TheVoice je comprends mieux pourquoi je regardais pas avant .. c'est le monde des bisouno… https://t.co/kCItpy2G4q	
Et là, la chute...\nNooooon, @GregoryAscher c'est maaaaal !\n#lasttweet https://t.co/S7QiWfDFRP	
"Zazie ""J'adore cette chanson !""\n... ""C'est pas ""I travelled so far"" ? Ah..."" #TheVoice"	
"#thevoice : @ObispoPascal donne un vrai ""coup de jeune"" à l'émission. Je le dis depuis la saison 1, il y a donc 7 ans ??"	
Arrêtes tes conneries Zazie, tu vas finir par te faire cramer pour les joins en loge #TheVoice	
Pourtant Zazie a chanté Natural Blues sur Taratata avec Moby. #TheVoice	
Qui regarde #Eurovision2018 #DestinationEurovision ou #TheVoice7 #TheVoice ?	
@ChiocciXavier dans #TheVoice cette année ? @LeRugbynistere @BoucherieOvalie https://t.co/SSo3XPyuxT	
La veste en Jean intérieur mouton..???? #TheVoice	
Là sincérité et simplicité de @ObispoPascal ???????????? la folie de @zazieonline et @mikasounds ???????? #TheVoice7 #thevoice #TF1	
J'ai bien aimer le duo #TheVoice	
Quel bonheur de retrouver #TheVoice ??\nPrésenté par @nikosaliagas (the best) et avec @mikasounds parmis les coachs q… https://t.co/RXuPHoS4fb	
On ne dirait pas la voix d'un jeune de 23 ans #Aurélien @TheVoice_TF1 #thevoice7 #thevoice @TF1	
C’est Yannick Noah #TheVoice	
#TheVoice Oh il a le style de Y.Noah , il va chanter pieds nus	
Mon dieu Aurelien j'ai adoré ???? une voix comme j'aime ! #TheVoice	
Alors ça dit quoi #TheVoice ?	
Toi aussi ! https://t.co/4qIHpQPOTw	
On change pas la règle #barbuchezzazie ?? bravo sinon #thevoice @Zazieonline  bisous ??	
Ehhhh Siegneur pourquoi nous !???? #thevoice	
La pub toutes les 30 min #TheVoice	
A tous les Muslim si vous voulez continuer à porter la Barbe petite teinture Rousse et un Chapeau sa passe Crème… https://t.co/0Nq6PqPblw	
Zazie, on dirait moi qui croit trop connaître les paroles des chansons en Anglais !\n #TheVoice	
#TheVoice 7e talent retenu , Aurélien rejoint la team @Zazieonline	
Ah ya Yannick Noah \n#TheVoice	
On part sur un zoom sur des pieds avant la pub  #TheVoice	
Putain la pub de merde y’a Tili de pokemon qui allait passer ! #TheVoice	
Ca y'est y'en a des qui se sentent déjà officiel pff #twitter #TheVoice	
#TheVoice Aurelien c'est pas....... #TheVeryBadTrip https://t.co/YfR6CKRvPu	
Les pieds nus, c'était un teaser pour l'arrivée de Yannick Noah ??\n#TheVoice	
"@ObispoPascal  quel magnifique clin d'œil.\nRébecca tu as la même passion que nous. Rejoins nous vite sur fb ""le jar… https://t.co/b6SwAwtmJ8"	
@TheVoice_TF1 @mikasounds @Zazieonline Vraiment magnifique prestation #TheVoice	
Encore une pub ????????#TheVoice	
LOL ! Zazie qui se lance dans une explication philosophique de l’interprétation d’une chanson dont elle n’a même pa… https://t.co/MBso8TsM3v	
Je supporte pas les gens pieds nus \n\n #TheVoice	
OPHELIA DANS THE VOIE !!!!!!!! #TheVoice	
Ça faisait longtemps @Elopunchlines ?????????? #TheVoice	
Encore une pub on nike la mère de TF1 sur place ou à emporter ? #TheVoice	
Si tu vient à pied nu, coupe t’es ongles au moins stp je suis déjà piedphobique #TheVoice	
@AprikianAra nique ta mère avec ta pub de merde #TheVoice	
Elle a raison Zazie, les barbus ont la classe ?? #TheVoice\n(A condition que la barbe soit entretenue lol)	
On aurait dit les pieds de mon copain ???? #TheVoice	
En exclu Yannick Noah dans #TheVoice... juste après la pub??	
Le prochain a chanté c'est Yannick Noah c'est grillé sans chaussures ! ?? #TheVoice	
L’Armée française cible de dizaines de cyberattaques en 2017 : https://t.co/JuPmOcqjq8      |      #TheVoice #DestinationEurovision	
Aaah au tour de Yannick Noah #TheVoice	
Mais qui est ce talent atypique aux pieds nus qui a traversé les océans pour venir tenter sa chance sur #TheVoice ? https://t.co/h0S9DJsoPW	
Il a une barbe donc chez @Zazieonline ??????  #TheVoice https://t.co/2F4hbbOQft	
Et encore de la pub....#TheVoice	
Bon ben le gars à la voix rauque c'est bon ! #TheVoice poke @maximilienPH https://t.co/klJcFdhygv	
#TheVoice c'est The Voice Pub cette Émission!!	
Les Gars on est sur que c’est pas @flumemusic qui vient de faire la presta?! Non car un des gars lui ressemble grav… https://t.co/vm2HwKv0EQ	
Trop de pubs ?? #TheVoice	
En plein zoom sur des pieds vous abusez ???? #TheVoice	
#TheVoice c’est la 12ème pub c’est ça ? J’ai bien compté ?	
#TheVoice Zazie on dirait elle embauche tout les prolétaire de gauche qui ont du coup forcément une barbe. Ça va fi… https://t.co/ixOuHa9YTd	
Y’a plus de pub que d’émission oh #TheVoice	
#TheVoice Mika  fait de très bonnes analyses. Il est très  psychologue	
Les pieds nus? C'est pour Zazie#TheVoice	
L’Armée française cible de dizaines de cyberattaques en 2017 : https://t.co/b15ETU1ioa      |      #TheVoice #DestinationEurovision	
Non mais les pubs là, franchement ils se foutent de la gueule du monde. #TheVoice	
ptdrrrr comme il l’a recalé #TheVoice	
Non mais yen a assez la de la pub #TheVoice	
A chaque fois ils mettent pas de chaussure ils croient ça fait d'eux des gens cools. Quand tu vas te choper des cha… https://t.co/xgj0RgP3TP	
Zazie qui ne connaît pas trouble so hard de Moby ?? très bonne culture musical   #TheVoice	
Les gros plans sur les pieds, on tolère dans #KohLanta, mais est-ce vraiment nécessaire dans #TheVoice ?	
Bon pour l'instant je suis amoureuse de Drea, Rebecca et Clare (?) de Kriill #thevoice	
Krill c'est des artistes de ouf #TheVoice	
Par contre les pubs tout les 4 matins c'est toujours aussi chiant et ça casse un peu le truc #TheVoice	
ON va avoir droit à une voix angélique et un instru venu d'un autre monde #thevoice	
Y en a marre de toutes ces pubs c’est insupportable ! #TheVoice	
Y’a plus de pubs que de candidats dans The Voice!! ?? #TheVoice	
Moi je veux gagner les 1 an de loyer de crédit mdr ! #TheVoice ??	
Aurélien, nul #thevoice	
Oh les Bear’s Towers à #TheVoice !	
Pardon @TF1 mais les pubs toutes les 10 minutes faut arrêter de nous prendre pour des cons #TheVoice	
On nous la fait pas, Yannick on sait que c'est toi! #TheVoice	
C’est à ce moment que @TilltheCat s’en va. #CoupurePub #TheVoice	
#TheVoice pieds nus ??? On va voir flou devant Yannick Noah ??	
Encore une pub... #TheVoice	
Basta ces émissions redondantes vive l'originalité! Je zappe direct#TheVoice	
Le prochain je crois que j ai trouvé qui c est ..... c est yannick noah....#TheVoice	
Encore de la pub ?? #TheVoice	
Par contre la fréquence des pubs c'est vraiment abusé #TheVoice	
Owkay l'émission coûte cher, mais la, les pubs c'est PLUS POSSIBLE. ??\n#TheVoice ??	
C’est abusé le nombre de pubs qu’il y a  #TheVoice	
Bon le prochain mec dira qu'il vient d'Amazonie qu'il n'a pas connu la civilisation... Franchement #TheVoice ils on… https://t.co/SXPF2jc7yL	
Nan mais il y a trop de pub là! #TheVoice	
Il a pas de chaussures ! Déjà rien que pour ça je me retourne pas ??\n#LeRespect\n#TheVoice	
Retour de Yannick Noah après la pub #TheVoice	
Beaucoup\nTROP\nde\nPUB !!! ??\n#TheVoice	
Le prochain candidat est pied nu, Yannick Noah c’est toi ? :’) #TheVoice	
"This is the voiiiice (chantez). Remplacez ça par : ""ils cassent les c****"". C'est moi à chaque pub.?? #TheVoice"	
Bon Rebecca je suis amoureux je m’en remet pas c’était magnifique, tout était magnifique  #TheVoice	
#ThisIsLaPub Tadadadaaaa comme le suspense va pas te faire décroché de l'écran @nikosaliagas ??????????\n#TheVoice	
Atennnndez elle/il va chanter pied nu ? Et comme de part hasard c'est la pub #TheVoice #TheVoice7	
Le seul truc que j'aime dans #thevoice c'est les auditions ?	
La télé ne fonctionne pas sans pub #TheVoice	
#TheVoice le candidat est pied nu donc c'est pour Zazie.??	
Aurélien a une voix très intéressante et a superbement interprété la chanson de Moby ! Il y a de jolies surprises a… https://t.co/sBK64Jgj02	
Comme dirait notre ancien coach @MPokora c'est le moment d'aller pisser #TheVoice	
Là sincérité et simplicité de @ObispoPascal ???????????? la folie de @zazieonline et @mikasounds ???????? #TheVoice7 #thevoice #TF1	
#thevoice Zazie va collectionner les hommes à barbe et à chapeau ??????????	
Et mais vous abusez graaaaaaaaaavvvvvveeee !!!!!! Avec la pub #tf1#marredelapubmerci#TheVoice	
#thevoice J'ai vu les pieds.. La pub c'était obligé.	
John Lenon à #Camden... ?????? #TheVoice #StreetArt https://t.co/YUxFWk9jzM	
Aurélien il envoie du lourd ! #TheVoice	
Mdr celui qui va chanter pieds nus là il va déchaîner TT dans quelques minutes.\n#TheVoice	
Ils ne vont pas tarder à nous sortir un #CulotteGate avec la tenue de Zazie #TheVoice	
C la pub je ramène à manger à qui ?  #TheVoice	
Clairement ils soûlent avec leurs pubs toute les 5 min là les prochaines fois ce sera replay le dimanche au moins j… https://t.co/Za1Mj5Peog	
Eeeeeet c’est la pub !!! #TheVoice	
Yannick nhoa serait de retour ???#TheVoice	
Ça va les pubs chaque 5mn #TheVoice	
Franchement entre #TheVoice et #DestinationEurovision , jtrouve qu'il n'y a pas photo. D'un côté on juge des voix,… https://t.co/5syMYl6FtC	
#TheVoice ah voila! Il nous manquait  l homme noir venu d ailleurs. ... ! ??	
C'est la pub j'ai le temps d'aller faire caca 3 fois #TheVoice	
Je vais prendre mon pied sur la prochaine chanson.\n#TheVoice	
Vous êtes tous devant #TheVoice !	
Bon je regarderai la suite en Replat, la pub me gave #TheVoice	
#TheVoice #moby @nikosaliagas superbe prestation d'#Aurelien https://t.co/pqEBWof8BK	
Krill, mon premier coup de cœur ! #TheVoice	
Putain qu'elle fait plaisir cette reprise de moby !! #aurelien #TheVoice	
Encore une pub... Vous êtes sérieux #TheVoice	
C’est ouf ce gars là il était dans mon collège on faisait parti de la même collègue musicale ?? https://t.co/cpMHQ1kHBg	
#Aurélien émouvant.. #TheVoice ????	
Bon aller en vrai la pub toutes les 10 minutes ça m'a pire que gavé ! C'est pour ça que je finis toujours par aband… https://t.co/colj7FW950	
LE PLAN DES PIEDS ET PUUUUB. DU GRAND CLASSIQUE #TheVoice	
Wsh 2 chanson = pub de 15min vous cassez les couilles @TF1 #TheVoice	
#TheVoice plus de temps de pubs que d’émissions ??	
Zazie...une chanteuse au poils! https://t.co/ejozIL2TWK	
#TheVoice yeahhhh 20 minutes de pubs ! Avec camping paradis ... la mort !!	
Il est 22 heures 55 minutes. #TheVoice	
Je me tâte ...\n(rien de sexuel. Calme toi.) https://t.co/tjJeOdw0tg	
À #TheVoice , il y a plus de temps de pub que de show ????	
#Thevoice\nMettre la pub à ces moments là je vais faire un massacre ! https://t.co/rjfiIujRi2	
C'est Yannick Noah \n#TheVoice	
#TheVoice l'émission qui a plus de pub que de contenue..??	
Franchement c’est relou y’a trop de #Thevoice pendant la soiree pub	
ATTENTION  Yannick Noah va faire les auditions a l’aveugle ! #TheVoice	
#TheVoice \nRéponse au jeu :\nKriill ils sont deux de trop !	
Quel voix Aurélien !! Ça commence super fort cette saison ?? #TheVoice	
Par contre les publicités toutes les 15 minutes c'est réellement pénible ?? #TheVoice	
#TheVoice maintenant c'est sur @Zazieonline est une femme à barbes !\nAurélien la barbu fera son bonheur! https://t.co/3wB6PAXKO1	
y’a pas une limite légale de pub normalement ??? #TheVoice	
Pendant les pubs de #thevoice on soutient @LisandroCuxi pour #DestinationEurovision , sa chanson Eva a toutes ses c… https://t.co/OmcKZc767V	
Il y a que de la pub #TheVoice	
Bravo Aurélien J'adore #TheVoice	
La vérité quand tu regardes #TheVoice t'a autant de pubs que de chanteurs ??	
#TheVoice #Rebecca qualifiée #IssaNissa https://t.co/C2LIgQ5MJz	
On lit vos retours sur notre presta et ça nous touche vous pouvez pas savoir ?? #TheVoice #TheVoice7	
#thevoice  pronostic, LE PROCHAIN qui arrive après la PUB , c'est lui ! #souvenirs #cestmonchoix   ?? https://t.co/PkbggIVc5L	
#TheVoice \n3ème pub plus de 36.800 tweets envoyés, @ObispoPascal coach le plus mentionné ce soir\n@nikosaliagas… https://t.co/pkgI43gJPg	
?? 83 000 signataires de la pétition contre le retour des djihadistes en France. Continuez à partager pour atteindre… https://t.co/KGO1qe9eqM	
#TheVoice belle performance de  talents dans le recrutement cette année ....	
Dis donc j avais oublié que #TheVoice c était 2 talents 1 pubs...je me rappelle maintenant pourquoi je regardais plus...	
Bien sûr quand Gulaan passe c’est la pub ?? #TheVoice	
"TOUT D'SUITE ma vie est nulle ça fait 25 ans que je lis un prompteur je fais même plus semblant d'être heureux en… https://t.co/5CI0NddL6W	""TOUT D'SUITE ma vie est nulle ça fait 25 ans que je lis un prompteur je fais même plus semblant d"	
Insupportable ces pubs coupées sans cesse par #TheVoice	
Les chaînes privée devraient aussi être contraint d'interdir les pubs pendant les soirée comme les chaines publiques. #TheVoice	
